spatial_element,psychological_perception,behavioral_motivation,relation_type,image_id
roads,sense of openness,exploration,positive,202212_113.9235709_22.507961199999997.png
buildings,urban familiarity,navigation,positive,202212_113.9235709_22.507961199999997.png
greenery,calming effect,relaxation,positive,202212_113.9235709_22.507961199999997.png
street,sense of exploration,movement through space,positive,202212_113.9238439_22.4897914.png
buildings,feeling of urban density,limited exploration,negative,202212_113.9238439_22.4897914.png
traffic,sense of restriction,hesitation to explore,negative,202212_113.9238439_22.4897914.png
sidewalks,facilitation of movement,walking,positive,202212_113.9238439_22.4897914.png
roads,sense of exploration,encourages movement,positive,202212_113.9242124_22.519510999999998.png
sidewalks,sense of openness,promotes walking,positive,202212_113.9242124_22.519510999999998.png
buildings,curiosity about surroundings,invites entry,positive,202212_113.9242124_22.519510999999998.png
landscape,feeling of vastness,inspires exploration,positive,202212_113.9242124_22.519510999999998.png
intersection,sense of enclosure,limited exploration,negative,202212_113.9239898_22.504820799999997.png
buildings,moderate perception of exploration,cautious movement,neutral,202212_113.9239898_22.504820799999997.png
roads,feeling of boundless exploration,restricted navigation,negative,202212_113.9239898_22.504820799999997.png
walkways,possibility of movement,encouraged walking,positive,202212_113.9239898_22.504820799999997.png
street,moderate openness,limited exploration,negative,202212_113.9234315_22.765904799999998.png
buildings,sense of confinement,restricted movement,negative,202212_113.9234315_22.765904799999998.png
greenery,slight comfort,encouraged relaxation,positive,202212_113.9234315_22.765904799999998.png
fences,defined boundaries,discouraged exploration,negative,202212_113.9234315_22.765904799999998.png
roads,structured environment,navigational focus,neutral,202212_113.9234315_22.765904799999998.png
road,sense of forward movement,traveling,positive,202212_113.9264576_22.542926699999995.png
buildings,clear boundaries,staying within limits,negative,202212_113.9264576_22.542926699999995.png
landscape,lack of vastness,limited exploration,negative,202212_113.9264576_22.542926699999995.png
roadway,sense of exploration,encouragement to explore,positive,202212_113.9270181_22.5401367.png
sidewalks,openness to movement,invitation to walk,positive,202212_113.9270181_22.5401367.png
pathways,opportunity for discovery,urge to discover,positive,202212_113.9270181_22.5401367.png
grassy areas,comfort and relaxation,desire to linger,positive,202212_113.9270181_22.5401367.png
road,sense of containment,limited exploration,negative,202212_113.9244485_22.5285296.png
greenery,suggests vastness,encourages exploration,positive,202212_113.9244485_22.5285296.png
buildings,sense of containment,limited movement,negative,202212_113.9244485_22.5285296.png
highways,sense of containment,restricted exploration,negative,202212_113.9244485_22.5285296.png
street,limited sense of exploration,restricted movement,negative,202212_113.9272727_22.510836999999995.png
buildings,structured environment,guided navigation,neutral,202212_113.9272727_22.510836999999995.png
roads,defined boundaries,constrained exploration,negative,202212_113.9272727_22.510836999999995.png
pathways,limited directions,restricted choices,negative,202212_113.9272727_22.510836999999995.png
roads,sense of movement,exploration,positive,202212_113.9274017_22.4976544.png
paths,sense of safety,walking and cycling,positive,202212_113.9274017_22.4976544.png
buildings,sense of connection,navigating the area,positive,202212_113.9274017_22.4976544.png
network,sense of scope,exploring urban area,positive,202212_113.9274017_22.4976544.png
street,limited exploration,restricted movement,negative,202212_113.9276643_22.528331500000004.png
cars,constrained freedom,hesitant navigation,negative,202212_113.9276643_22.528331500000004.png
buildings,functional environment,practical use,neutral,202212_113.9276643_22.528331500000004.png
sidewalks,potential for movement,encouraged walking,positive,202212_113.9276643_22.528331500000004.png
intersection,sense of openness,exploration,positive,202212_113.9273794_22.5460211.png
greenery,calming effect,lingering,positive,202212_113.9273794_22.5460211.png
buildings,urban density,navigation,neutral,202212_113.9273794_22.5460211.png
sidewalks,inviting atmosphere,walking,positive,202212_113.9273794_22.5460211.png
intersection,sense of openness,exploration,positive,202212_113.9300666_22.484872799999998.png
buildings,sense of containment,navigation,neutral,202212_113.9300666_22.484872799999998.png
greenery,hint of potential routes,exploration,positive,202212_113.9300666_22.484872799999998.png
street,constrained exploration,limited movement,negative,202212_113.9281393_22.7900159.png
sidewalks,defined boundaries,following pathways,negative,202212_113.9281393_22.7900159.png
buildings,sense of enclosure,restricted navigation,negative,202212_113.9281393_22.7900159.png
roads,urban context,directed movement,neutral,202212_113.9281393_22.7900159.png
public spaces,opportunity for interaction,engaging with others,positive,202212_113.9281393_22.7900159.png
street,sense of exploration,encourages movement,positive,202212_113.9303129_22.7637627.png
buildings,sense of possibility,promotes discovery,positive,202212_113.9303129_22.7637627.png
spaces,sense of openness,invites exploration,positive,202212_113.9303129_22.7637627.png
intersection,sense of openness,movement and exploration,positive,202212_113.9301571_22.5029952.png
street,invitation to explore,navigate and discover,positive,202212_113.9301571_22.5029952.png
roads,freedom of choice,navigate freely,positive,202212_113.9301571_22.5029952.png
paths,sense of direction,explore surroundings,positive,202212_113.9301571_22.5029952.png
buildings,typical urban impression,limited exploration,negative,202212_113.9297827_22.5814899.png
trees,lack of vastness,restricted movement,negative,202212_113.9297827_22.5814899.png
road,defined pathways,constrained navigation,negative,202212_113.9297827_22.5814899.png
greenery,minimal openness,discouraged exploration,negative,202212_113.9297827_22.5814899.png
road,sense of exploration,move about,positive,202212_113.9307835_22.518959599999995.png
vehicles,sense of activity,observe activities,positive,202212_113.9307835_22.518959599999995.png
buildings,sense of modernity,discover new areas,positive,202212_113.9307835_22.518959599999995.png
avenues,sense of openness,explore surroundings,positive,202212_113.9307835_22.518959599999995.png
trees,sense of tranquility,enjoy nature,positive,202212_113.9307835_22.518959599999995.png
intersection,sense of openness,exploration,positive,202212_113.93087370000002_22.545790199999995.png
roads,sense of broadness,navigating paths,positive,202212_113.93087370000002_22.545790199999995.png
greenery,feeling of nature,engagement with environment,positive,202212_113.93087370000002_22.545790199999995.png
infrastructure,sense of boundaries,caution in movement,negative,202212_113.93087370000002_22.545790199999995.png
roads,limited freedom of movement,hesitation to explore,negative,202212_113.931886_22.7478105.png
buildings,sense of urban expanse,encouragement to navigate,positive,202212_113.931886_22.7478105.png
intersection,confusion in direction,cautious movement,negative,202212_113.931886_22.7478105.png
road,sense of openness,potential for exploration,positive,202212_113.93193850904419_22.576194066026474.png
buildings,urban context awareness,movement in different directions,neutral,202212_113.93193850904419_22.576194066026474.png
trees,enhanced environment,encouragement to traverse,positive,202212_113.93193850904419_22.576194066026474.png
road,sense of openness,further exploration,positive,202212_113.93228114603475_22.79179135641364.png
buildings,feeling of vastness,navigating the area,positive,202212_113.93228114603475_22.79179135641364.png
roads,limited freedom of movement,navigating the street network,negative,202212_113.9311179_22.517039299999997.png
buildings,sense of confinement,staying on sidewalks,negative,202212_113.9311179_22.517039299999997.png
road,potential for exploration,exploring the area,positive,202212_113.932972_22.505377099999997.png
buildings,sense of limitation,restricted exploration,negative,202212_113.932972_22.505377099999997.png
thoroughfare,limited opportunities,avoiding exploration,negative,202212_113.932972_22.505377099999997.png
roads,sense of openness,encouragement to explore,positive,202212_113.9329528_22.5130839.png
sidewalks,feeling of safety,walking and moving freely,positive,202212_113.9329528_22.5130839.png
green areas,calming effect,engaging with nature,positive,202212_113.9329528_22.5130839.png
intersection,moderate scope for exploration,structured movement,neutral,202212_113.9325175_22.522305099999997.png
buildings,limited immediate view,restricted exploration,negative,202212_113.9325175_22.522305099999997.png
road,sense of openness,encouraged movement,positive,202212_113.9325175_22.522305099999997.png
