spatial_element,psychological_perception,behavioral_motivation,relation_type,image_id
buildings,aesthetic appreciation,taking photographs,positive,202212_113.9242124_22.519510999999998.png
vehicles,dynamic excitement,increased movement,positive,202212_113.9242124_22.519510999999998.png
signage,information overload,navigating carefully,neutral,202212_113.9242124_22.519510999999998.png
traffic,heightened alertness,crossing streets cautiously,neutral,202212_113.9242124_22.519510999999998.png
buildings,moderate visual interest,engagement,positive,202212_113.9239898_22.504820799999997.png
greenery,fascination,exploration,positive,202212_113.9239898_22.504820799999997.png
vehicles,orderly environment,movement,positive,202212_113.9239898_22.504820799999997.png
sky,limited captivating potential,boredom,negative,202212_113.9239898_22.504820799999997.png
residential,somewhat repetitive,disengagement,negative,202212_113.9239898_22.504820799999997.png
signals,moderate fascination,engagement with surroundings,positive,202212_113.9234315_22.765904799999998.png
vehicles,visual interest,exploration of space,positive,202212_113.9234315_22.765904799999998.png
greenery,preventing boredom,appreciation of nature,positive,202212_113.9234315_22.765904799999998.png
layout,some visual interest,navigation through space,positive,202212_113.9234315_22.765904799999998.png
sky,visually engaging environment,enjoyment of outdoor activities,positive,202212_113.9234315_22.765904799999998.png
urban,limited fascination,comparison to natural landscapes,negative,202212_113.9234315_22.765904799999998.png
trees,visual interest,engagement,positive,202212_113.9264576_22.542926699999995.png
architecture,visual interest,engagement,positive,202212_113.9264576_22.542926699999995.png
road,lack of engagement,disinterest,negative,202212_113.9264576_22.542926699999995.png
infrastructure,limited fascination,passivity,negative,202212_113.9264576_22.542926699999995.png
greenery,visually engaging environment,draw attention,positive,202212_113.9270181_22.5401367.png
sunlight,enhanced mood,encourage outdoor activities,positive,202212_113.9270181_22.5401367.png
road,sense of exploration,promote walking,positive,202212_113.9270181_22.5401367.png
sign,subtle interest,prevent boredom,positive,202212_113.9270181_22.5401367.png
signage,visual stimulation,attract attention,positive,202212_113.9270181_22.5401367.png
greenery,mildly interesting,limited engagement,neutral,202212_113.9244485_22.5285296.png
traffic,detracts from appeal,reduces exploration,negative,202212_113.9244485_22.5285296.png
sky,detracts from visual appeal,discourages outdoor activities,negative,202212_113.9244485_22.5285296.png
structures,limits novelty,reduces engagement,negative,202212_113.9244485_22.5285296.png
streetscape,limited engagement,lack of exploration,negative,202212_113.9272727_22.510836999999995.png
greenery,visual interest,attraction to nature,positive,202212_113.9272727_22.510836999999995.png
buildings,functional monotony,disinterest in surroundings,negative,202212_113.9272727_22.510836999999995.png
traffic,heightened awareness,increased engagement,positive,202212_113.9274017_22.4976544.png
pedestrians,social connection,interaction with others,positive,202212_113.9274017_22.4976544.png
cyclists,dynamic environment,exploration,positive,202212_113.9274017_22.4976544.png
art,aesthetic appreciation,inspiration,positive,202212_113.9274017_22.4976544.png
architecture,curiosity,observation,positive,202212_113.9274017_22.4976544.png
environment,moderate fascination,passive enjoyment,neutral,202212_113.9274017_22.4976544.png
buildings,visual interest,prevent boredom,positive,202212_113.9276643_22.528331500000004.png
traffic,limited fascination,reduce engagement,negative,202212_113.9276643_22.528331500000004.png
vehicles,moderately engaging scene,encourage activity,positive,202212_113.9276643_22.528331500000004.png
greenery,engaging scene,capture attention,positive,202212_113.9273794_22.5460211.png
architecture,visual interest,reduce boredom,positive,202212_113.9273794_22.5460211.png
traffic,dynamic environment,stimulate observation,positive,202212_113.9273794_22.5460211.png
sunlight,appealing atmosphere,enhance enjoyment,positive,202212_113.9273794_22.5460211.png
sky,uplifting feeling,promote relaxation,positive,202212_113.9273794_22.5460211.png
architecture,moderate fascination,engagement with surroundings,neutral,202212_113.9300666_22.484872799999998.png
greenery,visual interest,appreciation of nature,positive,202212_113.9300666_22.484872799999998.png
traffic,limited detail,reduced exploration,negative,202212_113.9300666_22.484872799999998.png
sky,cloudy atmosphere,diminished mood,negative,202212_113.9300666_22.484872799999998.png
ivy,mild interest,briefly glance,positive,202212_113.9281393_22.7900159.png
mural,curiosity,stop and observe,positive,202212_113.9281393_22.7900159.png
traffic,overwhelm,hurry through,negative,202212_113.9281393_22.7900159.png
buildings,functional focus,navigate efficiently,neutral,202212_113.9281393_22.7900159.png
workers,distracted,avoid interaction,negative,202212_113.9281393_22.7900159.png
architecture,vibrant atmosphere,engagement with surroundings,positive,202212_113.9303129_22.7637627.png
greenery,restorative qualities,seeking tranquility,positive,202212_113.9303129_22.7637627.png
traffic,overwhelmed feeling,avoidance of urban areas,negative,202212_113.9303129_22.7637627.png
infrastructure,lack of fascination,disinterest in exploration,negative,202212_113.9303129_22.7637627.png
streetscape,moderate fascination,sustained attention,neutral,202212_113.9301571_22.5029952.png
greenery,slight interest,exploration,positive,202212_113.9301571_22.5029952.png
traffic,boredom,disengagement,negative,202212_113.9301571_22.5029952.png
utility,lack of wonder,indifference,negative,202212_113.9301571_22.5029952.png
trees,limited fascination,potential boredom,negative,202212_113.9297827_22.5814899.png
greenery,functional urban environment,lack of engagement,negative,202212_113.9297827_22.5814899.png
architecture,lack of visual interest,disinterest,negative,202212_113.9297827_22.5814899.png
cars,absence of focal points,reduced attention,negative,202212_113.9297827_22.5814899.png
trees,visual interest,engagement with surroundings,positive,202212_113.9307835_22.518959599999995.png
buildings,moderate fascination,exploration of urban space,neutral,202212_113.9307835_22.518959599999995.png
advertisements,limited engagement,passive observation,negative,202212_113.9307835_22.518959599999995.png
trees,moderate fascination,draw attention,positive,202212_113.93087370000002_22.545790199999995.png
architecture,moderate fascination,draw attention,positive,202212_113.93087370000002_22.545790199999995.png
traffic,detracted wonder,limit exploration,negative,202212_113.93087370000002_22.545790199999995.png
sunlight,warm atmosphere,enhance comfort,positive,202212_113.93087370000002_22.545790199999995.png
glare,obscured details,limit visual intrigue,negative,202212_113.93087370000002_22.545790199999995.png
building,sense of interest,increased attention,positive,202212_113.931886_22.7478105.png
traffic,moderate to high fascination,reduced boredom,positive,202212_113.931886_22.7478105.png
trees,visual interest,engagement,positive,202212_113.93193850904419_22.576194066026474.png
roads,limited fascination,boredom,negative,202212_113.93193850904419_22.576194066026474.png
buildings,monotony,disengagement,negative,202212_113.93193850904419_22.576194066026474.png
greenery,visual interest,exploration,positive,202212_113.93228114603475_22.79179135641364.png
road,limited fascination,avoidance of exploration,negative,202212_113.93228114603475_22.79179135641364.png
architecture,somewhat repetitive,mild engagement,neutral,202212_113.93228114603475_22.79179135641364.png
traffic,feeling of distraction,disengagement,negative,202212_113.93228114603475_22.79179135641364.png
construction,sense of monotony,lack of deep fascination,negative,202212_113.93228114603475_22.79179135641364.png
buildings,limited attention,lack of engagement,negative,202212_113.9311179_22.517039299999997.png
traffic,visual interest,curiosity,neutral,202212_113.9311179_22.517039299999997.png
greenery,mild captivation,brief exploration,positive,202212_113.9311179_22.517039299999997.png
trees,visual interest,exploration,positive,202212_113.932972_22.505377099999997.png
architecture,limited fascination,disengagement,negative,202212_113.932972_22.505377099999997.png
urban,overwhelmed,avoidance,negative,202212_113.932972_22.505377099999997.png
buildings,moderately fascinating environment,draws attention,positive,202212_113.9329528_22.5130839.png
trees,visual interest,makes it hard to be bored,positive,202212_113.9329528_22.5130839.png
greenery,engaged attention,encourages exploration,positive,202212_113.9329528_22.5130839.png
traffic,dynamic atmosphere,promotes movement,positive,202212_113.9329528_22.5130839.png
pedestrians,sense of activity,invites interaction,positive,202212_113.9329528_22.5130839.png
vehicles,moderate fascination,capturing attention,positive,202212_113.9325175_22.522305099999997.png
architecture,dynamic engagement,encouraging exploration,positive,202212_113.9325175_22.522305099999997.png
greenery,calming effect,promoting relaxation,positive,202212_113.9325175_22.522305099999997.png
intersection,limited engagement,preventing prolonged attention,negative,202212_113.9325175_22.522305099999997.png
architecture,visual interest,engagement with surroundings,positive,202212_113.9340142_22.516298099999997.png
greenery,sense of tranquility,relaxation,positive,202212_113.9340142_22.516298099999997.png
sky,uplifted mood,outdoor activities,positive,202212_113.9340142_22.516298099999997.png
buildings,dynamic urban life,exploration,positive,202212_113.9340142_22.516298099999997.png
road,movement and flow,commuting,positive,202212_113.9340142_22.516298099999997.png
vehicles,busy atmosphere,social interaction,positive,202212_113.9340142_22.516298099999997.png
